,PXindex,daily_change
,Index PX,PX % change
11.01.2002,411.6,0.83
14.01.2002,406.2,-1.31
15.01.2002,403.3,-0.71
16.01.2002,402.5,-0.2
17.01.2002,406.2,0.92
18.01.2002,405.4,-0.2
21.01.2002,406.7,0.32
22.01.2002,417.8,2.73
23.01.2002,416.8,-0.24
24.01.2002,421.6,1.15
25.01.2002,421.6,0
28.01.2002,422.1,0.12
29.01.2002,419.3,-0.66
30.01.2002,415.4,-0.93
31.01.2002,425.1,2.34
01.02.2002,422.2,-0.68
04.02.2002,419.5,-0.64
05.02.2002,418.7,-0.19
06.02.2002,413.4,-1.27
07.02.2002,405.1,-2.01
08.02.2002,406.4,0.32
11.02.2002,406.9,0.12
12.02.2002,409.1,0.54
13.02.2002,408.1,-0.25
14.02.2002,407.7,-0.1
15.02.2002,397.6,-2.48
18.02.2002,399.8,0.55
19.02.2002,404.7,1.23
20.02.2002,416.1,2.82
21.02.2002,407.7,-2.02
22.02.2002,405.7,-0.49
25.02.2002,413.9,2.02
26.02.2002,415.3,0.34
27.02.2002,417.7,0.58
28.02.2002,416.1,-0.38
01.03.2002,419.9,0.91
04.03.2002,423.7,0.9
05.03.2002,423.4,-0.07
06.03.2002,424.9,0.35
07.03.2002,436.3,2.68
08.03.2002,439.9,0.83
11.03.2002,437.6,-0.52
12.03.2002,434.6,-0.69
13.03.2002,440,1.24
14.03.2002,439.4,-0.14
15.03.2002,434.7,-1.07
18.03.2002,432.3,-0.55
19.03.2002,420.9,-2.64
20.03.2002,418.4,-0.59
21.03.2002,415.9,-0.6
22.03.2002,429.4,3.25
25.03.2002,426.7,-0.63
26.03.2002,422.9,-0.89
27.03.2002,426.5,0.85
28.03.2002,431.6,1.2
29.03.2002,428.7,-0.67
02.04.2002,425,-0.86
03.04.2002,427.4,0.56
04.04.2002,428.2,0.19
05.04.2002,433.9,1.33
08.04.2002,439.7,1.34
09.04.2002,448.4,1.98
10.04.2002,448.5,0.02
11.04.2002,440.7,-1.74
12.04.2002,440.2,-0.11
15.04.2002,447.1,1.57
16.04.2002,449,0.42
17.04.2002,451.8,0.62
18.04.2002,445.3,-1.44
19.04.2002,443.1,-0.5
22.04.2002,441.9,-0.27
23.04.2002,444.2,0.52
24.04.2002,445.3,0.25
25.04.2002,450.6,1.19
26.04.2002,458.1,1.66
29.04.2002,450.2,-1.73
30.04.2002,448.6,-0.36
02.05.2002,459.2,2.36
03.05.2002,461.6,0.52
06.05.2002,461.5,-0.02
07.05.2002,465.1,0.78
09.05.2002,473.5,1.81
10.05.2002,479.4,1.25
13.05.2002,476.3,-0.65
14.05.2002,470.2,-1.28
15.05.2002,468,-0.47
16.05.2002,472.3,0.92
17.05.2002,473.3,0.21
20.05.2002,467.4,-1.25
21.05.2002,465.7,-0.36
22.05.2002,464.9,-0.17
23.05.2002,467.5,0.56
24.05.2002,464.1,-0.73
27.05.2002,470.7,1.42
28.05.2002,466.8,-0.83
29.05.2002,465.2,-0.34
30.05.2002,456.5,-1.87
31.05.2002,451.4,-1.12
03.06.2002,467.9,3.66
04.06.2002,459.9,-1.71
05.06.2002,460,0.02
06.06.2002,457,-0.65
07.06.2002,453.9,-0.68
10.06.2002,455.9,0.44
11.06.2002,461.1,1.14
12.06.2002,459.2,-0.41
13.06.2002,462.9,0.81
14.06.2002,447.8,-3.26
17.06.2002,454.7,1.54
18.06.2002,453.5,-0.26
19.06.2002,447.6,-1.3
20.06.2002,444,-0.81
21.06.2002,441.9,-0.47
24.06.2002,431.5,-2.35
25.06.2002,426.9,-1.07
26.06.2002,414.8,-2.84
27.06.2002,421.9,1.71
28.06.2002,412.6,-2.21
01.07.2002,407.7,-1.19
02.07.2002,391.2,-4.05
03.07.2002,400,2.25
04.07.2002,407.8,1.95
08.07.2002,423.2,3.78
09.07.2002,435.3,2.86
10.07.2002,434,-0.3
11.07.2002,421,-3
12.07.2002,424.8,0.9
15.07.2002,415.8,-2.12
16.07.2002,415.8,0
17.07.2002,428.5,3.05
18.07.2002,430.5,0.47
19.07.2002,421.1,-2.18
22.07.2002,412.9,-1.95
23.07.2002,420.3,1.79
24.07.2002,406.6,-3.26
25.07.2002,418.4,2.9
26.07.2002,420.4,0.48
29.07.2002,426.7,1.5
30.07.2002,433.8,1.66
31.07.2002,450.3,3.8
01.08.2002,452.1,0.4
02.08.2002,448.5,-0.8
05.08.2002,438.2,-2.3
06.08.2002,440.1,0.43
07.08.2002,445.7,1.27
08.08.2002,450.7,1.12
09.08.2002,451.7,0.22
12.08.2002,455.9,0.93
13.08.2002,453.6,-0.51
15.08.2002,445.6,-1.76
16.08.2002,453.4,1.75
19.08.2002,461.6,1.81
20.08.2002,453.8,-1.69
21.08.2002,459.4,1.23
22.08.2002,457.2,-0.48
23.08.2002,459.2,0.44
26.08.2002,462.5,0.72
27.08.2002,465.3,0.61
28.08.2002,454.3,-2.37
29.08.2002,453,-0.29
30.08.2002,451.4,-0.35
02.09.2002,443.8,-1.68
03.09.2002,435.2,-1.94
04.09.2002,439.7,1.03
05.09.2002,437.6,-0.48
06.09.2002,447.5,2.26
09.09.2002,446,-0.34
10.09.2002,448.9,0.65
11.09.2002,453.7,1.07
12.09.2002,445.6,-1.79
13.09.2002,442.4,-0.72
16.09.2002,447.6,1.18
17.09.2002,448.8,0.27
18.09.2002,445.1,-0.83
19.09.2002,447.1,0.45
20.09.2002,448.3,0.27
23.09.2002,443.2,-1.14
24.09.2002,439.8,-0.77
25.09.2002,447.9,1.84
26.09.2002,452.5,1.03
27.09.2002,450.3,-0.49
30.09.2002,442,-1.84
01.10.2002,441.2,-0.18
02.10.2002,440.9,-0.07
03.10.2002,430.9,-2.27
04.10.2002,421.2,-2.25
07.10.2002,412.1,-2.16
08.10.2002,409.7,-0.58
09.10.2002,406.9,-0.68
10.10.2002,410.6,0.91
11.10.2002,420.2,2.34
14.10.2002,413.8,-1.52
15.10.2002,423.3,2.3
16.10.2002,421.7,-0.38
17.10.2002,429.5,1.85
18.10.2002,430.1,0.14
21.10.2002,434.7,1.07
22.10.2002,434.6,-0.02
23.10.2002,432.8,-0.42
24.10.2002,431.7,-0.26
25.10.2002,427.6,-0.95
29.10.2002,429.6,0.47
30.10.2002,423.6,-1.4
31.10.2002,430.7,1.68
01.11.2002,434.9,0.98
04.11.2002,435.7,0.18
05.11.2002,435.4,-0.07
06.11.2002,434.9,-0.12
07.11.2002,438.1,0.74
08.11.2002,438.2,0.02
11.11.2002,439.1,0.21
12.11.2002,440.4,0.3
13.11.2002,440.2,-0.05
14.11.2002,447,1.54
15.11.2002,449.9,0.65
18.11.2002,448.8,-0.25
19.11.2002,444.3,-1
20.11.2002,448.4,0.92
21.11.2002,454.6,1.38
22.11.2002,458.7,0.9
25.11.2002,460.3,0.35
26.11.2002,454.9,-1.17
27.11.2002,465.6,2.35
28.11.2002,463.9,-0.37
29.11.2002,464.2,0.06
02.12.2002,466.8,0.56
03.12.2002,455.3,-2.46
04.12.2002,449.8,-1.21
05.12.2002,459.1,2.07
06.12.2002,451.2,-1.72
09.12.2002,459.5,1.84
10.12.2002,462.6,0.67
11.12.2002,464.9,0.5
12.12.2002,465.7,0.17
13.12.2002,465.2,-0.11
16.12.2002,464.1,-0.24
17.12.2002,452.6,-2.48
18.12.2002,449.3,-0.73
19.12.2002,453.4,0.91
20.12.2002,452.5,-0.2
23.12.2002,452.9,0.09
27.12.2002,453.2,0.07
30.12.2002,460.7,1.65
02.01.2003,465,0.93
03.01.2003,467.9,0.62
06.01.2003,468.9,0.21
07.01.2003,469.6,0.15
08.01.2003,464.2,-1.15
09.01.2003,463.3,-0.19
10.01.2003,465.1,0.39
13.01.2003,471.3,1.33
14.01.2003,476.6,1.12
15.01.2003,483.1,1.36
16.01.2003,483.4,0.06
17.01.2003,474.9,-1.76
20.01.2003,473.3,-0.34
21.01.2003,473.8,0.11
22.01.2003,469,-1.01
23.01.2003,468.4,-0.13
24.01.2003,469.9,0.32
27.01.2003,467.7,-0.47
28.01.2003,469.5,0.38
29.01.2003,465.6,-0.83
30.01.2003,468.8,0.69
31.01.2003,465.3,-0.75
03.02.2003,472.9,1.63
04.02.2003,470.9,-0.42
05.02.2003,475.4,0.96
06.02.2003,471.6,-0.8
07.02.2003,476.6,1.06
10.02.2003,476.3,-0.06
11.02.2003,477.9,0.34
12.02.2003,475.9,-0.42
13.02.2003,478.2,0.48
14.02.2003,476.8,-0.29
17.02.2003,479.2,0.5
18.02.2003,479.8,0.13
19.02.2003,479.9,0.02
20.02.2003,482.3,0.5
21.02.2003,483.4,0.23
24.02.2003,480.4,-0.62
25.02.2003,476.8,-0.75
26.02.2003,478.9,0.44
27.02.2003,474.6,-0.9
28.02.2003,472.5,-0.44
03.03.2003,471.7,-0.17
04.03.2003,466.4,-1.12
05.03.2003,464,-0.52
06.03.2003,463.3,-0.15
07.03.2003,463.8,0.11
10.03.2003,463.2,-0.13
11.03.2003,459.6,-0.78
12.03.2003,463.7,0.89
13.03.2003,472.9,1.98
14.03.2003,478.4,1.16
17.03.2003,478.2,-0.04
18.03.2003,477.7,-0.11
19.03.2003,477.1,-0.13
20.03.2003,479.9,0.59
21.03.2003,485.2,1.1
24.03.2003,486,0.16
25.03.2003,487.7,0.35
26.03.2003,490.2,0.51
27.03.2003,488.5,-0.35
28.03.2003,489.8,0.27
31.03.2003,492.8,0.61
01.04.2003,498.5,1.16
02.04.2003,500.6,0.42
03.04.2003,491.5,-1.82
04.04.2003,497.2,1.16
07.04.2003,505.9,1.75
08.04.2003,507.7,0.36
09.04.2003,505.9,-0.36
10.04.2003,504.6,-0.26
11.04.2003,505.7,0.22
14.04.2003,506.2,0.1
15.04.2003,505.2,-0.2
16.04.2003,499.3,-1.17
17.04.2003,503.5,0.84
18.04.2003,505.5,0.4
22.04.2003,504.7,-0.16
23.04.2003,516.5,2.34
24.04.2003,516.2,-0.06
25.04.2003,514.8,-0.27
28.04.2003,521.3,1.26
29.04.2003,522.5,0.23
30.04.2003,520.7,-0.35
02.05.2003,527.5,1.31
05.05.2003,535.1,1.44
06.05.2003,542.6,1.4
07.05.2003,539.6,-0.55
09.05.2003,536.1,-0.65
12.05.2003,537,0.17
13.05.2003,540.2,0.6
14.05.2003,546.3,1.13
15.05.2003,546.1,-0.04
16.05.2003,543.7,-0.44
19.05.2003,549.4,1.05
20.05.2003,548.9,-0.09
21.05.2003,551.3,0.44
22.05.2003,552.7,0.25
23.05.2003,552.4,-0.06
26.05.2003,552.8,0.07
27.05.2003,551.1,-0.31
28.05.2003,552.2,0.2
29.05.2003,555.7,0.63
30.05.2003,555.9,0.04
02.06.2003,563.2,1.31
03.06.2003,568,0.85
04.06.2003,568.4,0.07
05.06.2003,569.8,0.25
06.06.2003,581.3,2.02
09.06.2003,575.5,-1
10.06.2003,573.3,-0.38
11.06.2003,571,-0.4
12.06.2003,571.5,0.09
13.06.2003,570.5,-0.18
16.06.2003,555.3,-2.67
17.06.2003,552.6,-0.49
18.06.2003,533,-3.55
19.06.2003,542,1.69
20.06.2003,544.4,0.44
23.06.2003,550.1,1.05
24.06.2003,545.5,-0.84
25.06.2003,532.4,-2.4
26.06.2003,535.1,0.51
27.06.2003,535.5,0.07
30.06.2003,535.1,-0.08
01.07.2003,537.2,0.39
02.07.2003,538.8,0.3
03.07.2003,536.8,-0.37
04.07.2003,540.6,0.71
07.07.2003,545.2,0.85
08.07.2003,545.5,0.06
09.07.2003,542.7,-0.51
10.07.2003,543.4,0.13
11.07.2003,550.3,1.27
14.07.2003,560.4,1.84
15.07.2003,556.1,-0.77
16.07.2003,558,0.34
17.07.2003,555.4,-0.47
18.07.2003,555.5,0.02
21.07.2003,559.3,0.68
22.07.2003,558.2,-0.2
23.07.2003,552.1,-1.09
24.07.2003,550,-0.38
25.07.2003,546.9,-0.56
28.07.2003,551.7,0.88
29.07.2003,553.8,0.38
30.07.2003,562.3,1.53
31.07.2003,568.9,1.17
01.08.2003,574,0.9
04.08.2003,571.4,-0.45
05.08.2003,568,-0.6
06.08.2003,565.7,-0.41
07.08.2003,561.4,-0.76
08.08.2003,565.5,0.73
11.08.2003,564.9,-0.11
12.08.2003,566.6,0.3
13.08.2003,575.1,1.5
14.08.2003,572.8,-0.4
15.08.2003,574.4,0.28
18.08.2003,575.3,0.16
19.08.2003,583.9,1.49
20.08.2003,588.5,0.79
21.08.2003,603.5,2.55
22.08.2003,612.3,1.46
25.08.2003,611.6,-0.12
26.08.2003,605.1,-1.06
27.08.2003,614,1.47
28.08.2003,618,0.65
29.08.2003,618.5,0.08
01.09.2003,624.5,0.97
02.09.2003,640.3,2.53
03.09.2003,648.5,1.28
04.09.2003,645.2,-0.51
05.09.2003,643.2,-0.31
08.09.2003,648.1,0.76
09.09.2003,635.8,-1.9
10.09.2003,632.6,-0.5
11.09.2003,637.8,0.82
12.09.2003,633.1,-0.74
15.09.2003,633.6,0.08
16.09.2003,640.9,1.15
17.09.2003,647.8,1.08
18.09.2003,639.3,-1.31
19.09.2003,635.2,-0.64
22.09.2003,613.2,-3.46
23.09.2003,620.8,1.24
24.09.2003,621.8,0.16
25.09.2003,615.1,-1.08
26.09.2003,608.9,-1.01
29.09.2003,608.9,0
30.09.2003,602,-1.13
01.10.2003,614.5,2.08
02.10.2003,623.5,1.46
03.10.2003,622.1,-0.23
06.10.2003,612,-1.62
07.10.2003,620.4,1.37
08.10.2003,614.2,-1
09.10.2003,619.3,0.83
10.10.2003,626.3,1.13
13.10.2003,635.1,1.41
14.10.2003,634.8,-0.05
15.10.2003,642.5,1.21
16.10.2003,644.5,0.31
17.10.2003,651.7,1.12
20.10.2003,649.4,-0.35
21.10.2003,649.4,0
22.10.2003,631.6,-2.74
23.10.2003,628.6,-0.48
24.10.2003,633.4,0.76
27.10.2003,624.8,-1.36
29.10.2003,625.1,0.05
30.10.2003,633.2,1.3
31.10.2003,636.7,0.55
03.11.2003,644.9,1.29
04.11.2003,643.8,-0.17
05.11.2003,644,0.03
06.11.2003,642.1,-0.3
07.11.2003,642.5,0.06
10.11.2003,642.8,0.05
11.11.2003,629.9,-2.01
12.11.2003,630,0.02
13.11.2003,633.9,0.62
14.11.2003,640.5,1.04
18.11.2003,632.8,-1.2
19.11.2003,627.7,-0.81
20.11.2003,619.3,-1.34
21.11.2003,623.9,0.74
24.11.2003,626.2,0.37
25.11.2003,624,-0.35
26.11.2003,624.4,0.06
27.11.2003,625.8,0.22
28.11.2003,624,-0.29
01.12.2003,627,0.48
02.12.2003,615.1,-1.9
03.12.2003,621.5,1.04
04.12.2003,614.4,-1.14
05.12.2003,613.8,-0.1
08.12.2003,613.2,-0.1
09.12.2003,618.1,0.8
10.12.2003,613.7,-0.71
11.12.2003,616.3,0.42
12.12.2003,624.5,1.33
15.12.2003,629.4,0.78
16.12.2003,624.8,-0.73
17.12.2003,620.6,-0.67
18.12.2003,633.7,2.11
19.12.2003,641.2,1.18
22.12.2003,647.6,1
23.12.2003,649.4,0.28
29.12.2003,656.9,1.15
30.12.2003,659.1,0.33
05.01.2004,662.1,0.46
06.01.2004,670.3,1.24
07.01.2004,674.1,0.57
08.01.2004,667.5,-0.98
09.01.2004,665.1,-0.36
12.01.2004,663.2,-0.29
13.01.2004,674.9,1.76
14.01.2004,676.9,0.3
15.01.2004,678.8,0.28
16.01.2004,684.4,0.82
19.01.2004,687.8,0.5
20.01.2004,688.5,0.1
21.01.2004,688.2,-0.04
22.01.2004,693.4,0.76
23.01.2004,692.4,-0.15
26.01.2004,687.8,-0.67
27.01.2004,687.3,-0.07
28.01.2004,689.9,0.38
29.01.2004,691.7,0.26
30.01.2004,691.9,0.03
02.02.2004,698.2,0.91
03.02.2004,703.2,0.72
04.02.2004,709.6,0.91
05.02.2004,714.3,0.66
06.02.2004,719.5,0.73
09.02.2004,726,0.9
10.02.2004,732.1,0.84
11.02.2004,741.4,1.27
12.02.2004,754.2,1.73
13.02.2004,748.1,-0.81
16.02.2004,748.6,0.07
17.02.2004,745.4,-0.43
18.02.2004,748.4,0.4
19.02.2004,749.6,0.16
20.02.2004,751,0.19
23.02.2004,751.6,0.08
24.02.2004,746.7,-0.65
25.02.2004,758,1.51
26.02.2004,760.2,0.29
27.02.2004,774.3,1.85
01.03.2004,776.6,0.3
02.03.2004,775.5,-0.14
03.03.2004,776.4,0.12
04.03.2004,784.4,1.03
05.03.2004,792,0.97
08.03.2004,811.1,2.41
09.03.2004,809.6,-0.19
10.03.2004,801.7,-0.98
11.03.2004,790.7,-1.37
12.03.2004,793.6,0.37
15.03.2004,789.7,-0.49
16.03.2004,786,-0.47
17.03.2004,796.2,1.3
18.03.2004,802.3,0.77
19.03.2004,805.2,0.36
22.03.2004,797.8,-0.92
23.03.2004,804.2,0.8
24.03.2004,813.2,1.12
25.03.2004,817.5,0.53
26.03.2004,813.5,-0.49
29.03.2004,812.7,-0.1
30.03.2004,823.5,1.33
31.03.2004,823.8,0.04
01.04.2004,830.2,0.78
02.04.2004,837,0.82
05.04.2004,845.7,1.04
06.04.2004,842,-0.44
07.04.2004,848.7,0.8
08.04.2004,853.6,0.58
09.04.2004,850.2,-0.4
13.04.2004,854.3,0.48
14.04.2004,835.1,-2.25
15.04.2004,838.1,0.36
16.04.2004,831.5,-0.79
19.04.2004,836.4,0.59
20.04.2004,846,1.15
21.04.2004,847.4,0.17
22.04.2004,835.7,-1.38
23.04.2004,837.5,0.22
26.04.2004,834.9,-0.31
27.04.2004,844.2,1.11
28.04.2004,850.4,0.73
29.04.2004,842.5,-0.93
30.04.2004,818,-2.91
03.05.2004,816.7,-0.16
04.05.2004,799.6,-2.09
05.05.2004,794.4,-0.65
06.05.2004,789.1,-0.67
07.05.2004,772.5,-2.1
10.05.2004,741.5,-4.01
11.05.2004,763.7,2.99
12.05.2004,763.4,-0.04
13.05.2004,749.2,-1.86
14.05.2004,750.8,0.21
17.05.2004,739,-1.57
18.05.2004,744.9,0.8
19.05.2004,762.3,2.34
20.05.2004,760.7,-0.21
21.05.2004,759,-0.22
24.05.2004,763.1,0.54
25.05.2004,759.7,-0.45
26.05.2004,770.2,1.38
27.05.2004,776.1,0.77
28.05.2004,784.8,1.12
31.05.2004,786.5,0.22
01.06.2004,778.7,-0.99
02.06.2004,781.8,0.4
03.06.2004,781.6,-0.03
04.06.2004,784.7,0.4
07.06.2004,795.3,1.35
08.06.2004,793.1,-0.28
09.06.2004,784.2,-1.12
10.06.2004,782.1,-0.27
11.06.2004,779,-0.4
14.06.2004,779,0
15.06.2004,783.4,0.56
16.06.2004,787.5,0.52
17.06.2004,804.4,2.15
18.06.2004,807.3,0.36
21.06.2004,797.9,-1.17
22.06.2004,794.7,-0.4
23.06.2004,805.1,1.31
24.06.2004,799.9,-0.65
25.06.2004,798.8,-0.14
28.06.2004,792.5,-0.79
29.06.2004,796.2,0.47
30.06.2004,793.5,-0.34
01.07.2004,800.5,0.88
02.07.2004,796.4,-0.51
07.07.2004,789.9,-0.82
08.07.2004,786.4,-0.44
09.07.2004,784.1,-0.29
12.07.2004,787,0.37
13.07.2004,793.4,0.81
14.07.2004,787.5,-0.74
15.07.2004,779.7,-0.99
16.07.2004,784.8,0.65
19.07.2004,786.5,0.22
20.07.2004,787.1,0.08
21.07.2004,780.7,-0.81
22.07.2004,770.8,-1.27
23.07.2004,779.2,1.09
26.07.2004,784.3,0.65
27.07.2004,785.6,0.17
28.07.2004,786.1,0.06
29.07.2004,794.1,1.02
30.07.2004,790.2,-0.49
02.08.2004,787.3,-0.37
03.08.2004,794.3,0.89
04.08.2004,795,0.09
05.08.2004,800.9,0.74
06.08.2004,790.5,-1.3
09.08.2004,786.4,-0.52
10.08.2004,793.4,0.89
11.08.2004,785.4,-1.01
12.08.2004,782.5,-0.37
13.08.2004,784.6,0.27
16.08.2004,790.5,0.75
17.08.2004,783.8,-0.85
18.08.2004,782.2,-0.21
19.08.2004,785.1,0.37
20.08.2004,785,-0.01
23.08.2004,791.6,0.84
24.08.2004,797.2,0.71
25.08.2004,796.2,-0.13
26.08.2004,801.2,0.63
27.08.2004,804.2,0.37
30.08.2004,807.3,0.39
31.08.2004,816,1.08
01.09.2004,817.6,0.2
02.09.2004,817,-0.07
03.09.2004,819.1,0.26
06.09.2004,831.4,1.5
07.09.2004,828.9,-0.3
08.09.2004,837.7,1.06
09.09.2004,837.6,-0.01
10.09.2004,842.1,0.54
13.09.2004,846.9,0.57
14.09.2004,849,0.25
15.09.2004,856.4,0.87
16.09.2004,857.5,0.13
17.09.2004,860.7,0.37
20.09.2004,850.5,-1.19
21.09.2004,855.4,0.58
22.09.2004,860.2,0.56
23.09.2004,849.8,-1.21
24.09.2004,847.6,-0.26
27.09.2004,847.4,-0.02
29.09.2004,875.4,3.3
30.09.2004,875.4,0
01.10.2004,872.1,-0.38
04.10.2004,864.1,-0.92
05.10.2004,872,0.91
06.10.2004,878.5,0.75
07.10.2004,891.6,1.49
08.10.2004,884.5,-0.8
11.10.2004,902.3,2.01
12.10.2004,899.1,-0.36
13.10.2004,900.5,0.16
14.10.2004,889.5,-1.22
15.10.2004,883.8,-0.64
18.10.2004,874.4,-1.06
19.10.2004,896.5,2.53
20.10.2004,904.3,0.87
21.10.2004,910.5,0.69
22.10.2004,905.5,-0.55
25.10.2004,907.5,0.22
26.10.2004,906.2,-0.14
27.10.2004,892.9,-1.47
29.10.2004,911.9,2.13
01.11.2004,916.8,0.54
02.11.2004,936.6,2.16
03.11.2004,935.7,-0.1
04.11.2004,933,-0.29
05.11.2004,940.9,0.85
08.11.2004,933.4,-0.8
09.11.2004,938.8,0.58
10.11.2004,949.4,1.13
11.11.2004,957.1,0.81
12.11.2004,954.6,-0.26
15.11.2004,958.1,0.37
16.11.2004,960.6,0.26
18.11.2004,994.6,3.54
19.11.2004,1001.3,0.67
22.11.2004,998.3,-0.3
23.11.2004,999.9,0.16
24.11.2004,1012.9,1.3
25.11.2004,1021.7,0.87
26.11.2004,1027.7,0.59
29.11.2004,1021.9,-0.57
30.11.2004,1010.9,-1.08
01.12.2004,1017.7,0.67
02.12.2004,1029.7,1.18
03.12.2004,1030.1,0.04
06.12.2004,1021,-0.88
07.12.2004,1024.2,0.31
08.12.2004,1012.6,-1.13
09.12.2004,981,-3.12
10.12.2004,992.1,1.13
13.12.2004,994,0.19
14.12.2004,1015.2,2.13
15.12.2004,1019.5,0.42
16.12.2004,1020.1,0.06
17.12.2004,1013,-0.7
20.12.2004,1009.6,-0.34
21.12.2004,1002,-0.75
22.12.2004,1007.1,0.51
23.12.2004,1011,0.39
27.12.2004,1015.7,0.46
28.12.2004,1020.5,0.47
29.12.2004,1030.9,1.02
30.12.2004,1032,0.11
03.01.2005,1050.6,1.8
04.01.2005,1071.7,2.01
05.01.2005,1073.4,0.16
06.01.2005,1061,-1.16
07.01.2005,1071.1,0.95
10.01.2005,1072.1,0.09
11.01.2005,1074.8,0.25
12.01.2005,1066.6,-0.76
13.01.2005,1055.3,-1.06
14.01.2005,1060.9,0.53
17.01.2005,1073.1,1.15
18.01.2005,1068.5,-0.43
19.01.2005,1061.1,-0.69
20.01.2005,1053.3,-0.74
21.01.2005,1056.2,0.28
24.01.2005,1063.2,0.66
25.01.2005,1094.4,2.93
26.01.2005,1098.3,0.36
27.01.2005,1094.2,-0.37
28.01.2005,1102.2,0.73
31.01.2005,1096.2,-0.55
01.02.2005,1106.6,0.95
02.02.2005,1102.7,-0.35
03.02.2005,1106.7,0.36
04.02.2005,1105.3,-0.13
07.02.2005,1108.8,0.32
08.02.2005,1118.1,0.84
09.02.2005,1121.1,0.27
10.02.2005,1118,-0.28
11.02.2005,1135.6,1.57
14.02.2005,1141.6,0.53
15.02.2005,1142.4,0.07
16.02.2005,1148.6,0.54
17.02.2005,1139.7,-0.78
18.02.2005,1147.9,0.72
21.02.2005,1161.2,1.16
22.02.2005,1176.6,1.33
23.02.2005,1174,-0.22
24.02.2005,1171.9,-0.18
25.02.2005,1187.9,1.37
28.02.2005,1199.9,1.01
01.03.2005,1212.9,1.08
02.03.2005,1211.3,-0.13
03.03.2005,1205.1,-0.51
04.03.2005,1217.6,1.04
07.03.2005,1250.4,2.69
08.03.2005,1240.9,-0.76
09.03.2005,1250.1,0.74
10.03.2005,1262.7,1.01
11.03.2005,1255.8,-0.55
14.03.2005,1220.1,-2.84
15.03.2005,1214.1,-0.49
16.03.2005,1143.4,-5.82
17.03.2005,1131.7,-1.02
18.03.2005,1137.7,0.53
21.03.2005,1117.4,-1.79
22.03.2005,1147.6,2.7
23.03.2005,1145,-0.23
24.03.2005,1170.1,2.19
25.03.2005,1175.2,0.44
29.03.2005,1162,-1.12
30.03.2005,1137.2,-2.14
31.03.2005,1168.4,2.74
01.04.2005,1168.9,0.04
04.04.2005,1161.4,-0.64
05.04.2005,1177.1,1.35
06.04.2005,1186.1,0.76
07.04.2005,1188.7,0.22
08.04.2005,1191.7,0.25
11.04.2005,1188.2,-0.29
12.04.2005,1191.9,0.31
13.04.2005,1199.9,0.67
14.04.2005,1197.2,-0.23
15.04.2005,1186.3,-0.91
18.04.2005,1164.4,-1.85
19.04.2005,1170.6,0.53
20.04.2005,1163.8,-0.58
21.04.2005,1160.7,-0.27
22.04.2005,1169.7,0.78
25.04.2005,1164.7,-0.43
26.04.2005,1169.7,0.43
27.04.2005,1142.8,-2.3
28.04.2005,1129.9,-1.13
29.04.2005,1136.5,0.58
02.05.2005,1145.6,0.8
03.05.2005,1135.4,-0.89
04.05.2005,1111.2,-2.13
05.05.2005,1117.2,0.54
06.05.2005,1116.7,-0.04
09.05.2005,1127.9,1
10.05.2005,1121.4,-0.58
11.05.2005,1113.6,-0.7
12.05.2005,1099.9,-1.23
13.05.2005,1084.6,-1.39
16.05.2005,1068.6,-1.48
17.05.2005,1071.7,0.29
18.05.2005,1110.8,3.65
19.05.2005,1128.9,1.63
20.05.2005,1137.4,0.75
23.05.2005,1139.2,0.16
24.05.2005,1136.5,-0.24
25.05.2005,1121.3,-1.34
26.05.2005,1128.7,0.66
27.05.2005,1139.1,0.92
30.05.2005,1141.7,0.23
31.05.2005,1156.1,1.26
01.06.2005,1158.5,0.21
02.06.2005,1166.4,0.68
03.06.2005,1162.1,-0.37
06.06.2005,1159.4,-0.23
07.06.2005,1165.9,0.56
08.06.2005,1176.9,0.94
09.06.2005,1187.8,0.93
10.06.2005,1191.3,0.29
13.06.2005,1203.2,1
14.06.2005,1193.8,-0.78
15.06.2005,1196.8,0.25
16.06.2005,1225.5,2.4
17.06.2005,1221.5,-0.33
20.06.2005,1228.6,0.58
21.06.2005,1213,-1.27
22.06.2005,1220.7,0.63
23.06.2005,1209.7,-0.9
24.06.2005,1201.8,-0.65
27.06.2005,1200.7,-0.09
28.06.2005,1204.2,0.29
29.06.2005,1207.9,0.31
30.06.2005,1210.1,0.18
01.07.2005,1214.7,0.38
04.07.2005,1220.8,0.5
07.07.2005,1219.1,-0.14
08.07.2005,1224.7,0.46
11.07.2005,1228.2,0.29
12.07.2005,1238.5,0.84
13.07.2005,1237.2,-0.1
14.07.2005,1240.6,0.27
15.07.2005,1237.8,-0.23
18.07.2005,1233,-0.39
19.07.2005,1240.5,0.61
20.07.2005,1241,0.04
21.07.2005,1238.6,-0.19
22.07.2005,1247,0.68
25.07.2005,1253.5,0.52
26.07.2005,1249.6,-0.31
27.07.2005,1258.2,0.69
28.07.2005,1252.8,-0.43
29.07.2005,1262.3,0.76
01.08.2005,1263,0.06
02.08.2005,1264.8,0.14
03.08.2005,1262.2,-0.21
04.08.2005,1274.5,0.97
05.08.2005,1270.9,-0.28
08.08.2005,1274,0.24
09.08.2005,1279.3,0.42
10.08.2005,1285,0.45
11.08.2005,1288.6,0.28
12.08.2005,1285.1,-0.27
15.08.2005,1288.5,0.26
16.08.2005,1296.3,0.61
